uniprot_id,af_len,af_plddt_mean,af_plddt_sd,af_plddt_frac70,af_plddt_frac90
P0DML2,217,82.13967741935481,14.916266146340922,0.7649769585253456,0.4700460829493088
Q9UQ16,869,77.33066743383206,22.257151737521927,0.7491369390103567,0.40276179516685845
Q15113,449,79.57487750556794,20.460933334374694,0.77728285077951,0.4521158129175947
Q16206,610,77.0567868852459,24.301592132362387,0.7377049180327869,0.5098360655737705
Q02790,459,90.37664488017448,15.916282672240028,0.8954248366013072,0.8431372549019608
P48546,466,78.46942060085831,18.481078697845813,0.7424892703862661,0.3605150214592275
P15502,786,35.83641221374048,6.359668990782381,0.006361323155216285,0.0
Q92783,540,67.78407407407406,24.78624027026393,0.5296296296296297,0.337037037037037
Q9H1U4,602,66.47021594684378,24.056162866930322,0.47840531561461797,0.3438538205980066
P08575,1306,76.04267228177642,25.44363143364547,0.7197549770290965,0.49387442572741197
Q6GTS8,502,89.3478087649402,17.35999719954498,0.9143426294820717,0.7649402390438247
O15354,613,61.88874388254488,23.64907800032725,0.43066884176182707,0.18107667210440456
Q8WXW3,757,77.34284015852043,20.346275508608578,0.7463672391017173,0.37780713342140027
Q16775,308,90.91737012987016,18.882427305326086,0.8766233766233766,0.8506493506493507
P04070,461,82.74537960954447,19.208539409444512,0.7765726681127982,0.6008676789587852
O15496,165,88.01290909090899,15.497254224761472,0.8606060606060606,0.7090909090909091
Q9NWZ3,460,83.92565217391298,20.25624097624513,0.8369565217391305,0.6086956521739131
Q96MM7,605,73.31976859504135,25.61595797714677,0.5884297520661157,0.4859504132231405
P01225,129,89.79379844961242,14.117368443634632,0.8449612403100775,0.7829457364341085
P15848,533,93.09667917448401,15.034055713146774,0.8911819887429644,0.8836772983114447
Q5VY43,1037,68.49173577627772,22.445106346723346,0.6470588235294118,0.015429122468659595
Q9BZC7,2435,70.76981519507198,19.612583606854745,0.6476386036960986,0.09609856262833676
Q96RD9,977,76.02938587512794,19.574665938488018,0.7451381780962129,0.24257932446264074
Q9UK53,422,57.55443127962086,23.235748993988302,0.31990521327014215,0.1943127962085308
Q9BRJ6,194,73.351030927835,24.282901603337976,0.6237113402061856,0.44329896907216493
P02008,142,97.87450704225355,3.062320205119446,0.9929577464788732,0.9859154929577465
Q9UHD0,177,87.58898305084743,12.360891904847666,0.8757062146892656,0.6045197740112994
P63172,113,95.11300884955754,7.237886050957654,0.9646017699115044,0.911504424778761
P06734,321,86.42498442367601,16.688148332924445,0.8037383177570093,0.6947040498442367
P04183,234,82.1222649572649,21.906569566436318,0.7136752136752137,0.6623931623931624
P23141,567,93.29680776014101,13.10679088911607,0.9365079365079365,0.8765432098765432
P10415,239,72.02326359832632,22.887083205018605,0.5857740585774058,0.3807531380753138
Q6P996,788,74.72209390862945,22.988382119969195,0.6586294416243654,0.39593908629441626
Q14790,479,81.86993736951975,20.19407385828797,0.8204592901878914,0.49478079331941544
O00748,559,91.01967799642223,12.685591529544569,0.9141323792486583,0.7871198568872988
Q0ZGT2,675,69.68164444444443,22.621899971771604,0.6029629629629629,0.19703703703703704
Q53H82,288,95.75704861111112,5.612639441264421,0.9895833333333334,0.9236111111111112
Q03403,129,92.92658914728689,9.474627684581208,0.9457364341085271,0.7829457364341085
P53582,386,94.36386010362699,10.61340382719335,0.9481865284974094,0.8497409326424871
Q5T5Y3,1602,54.329956304619195,26.365844877236082,0.34831460674157305,0.18601747815230962
Q9H867,229,92.81270742358072,12.698752873711129,0.925764192139738,0.851528384279476
P54317,469,93.0028784648187,11.514276723854676,0.9424307036247335,0.8614072494669509
P15144,967,93.06760082730113,11.365553085208736,0.9586349534643226,0.843846949327818
P36941,435,66.57731034482765,24.47710213827597,0.4827586206896552,0.31724137931034485
Q8NCC3,412,93.56548543689328,13.131489371501845,0.912621359223301,0.8786407766990292
Q14246,886,76.69460496613988,15.836278727687693,0.7686230248306998,0.1489841986455982
Q13105,803,64.11232876712327,23.401547631794468,0.5491905354919053,0.023661270236612703
P51452,185,95.87686486486491,8.761694202953144,0.9675675675675676,0.9243243243243243
Q8IU54,200,82.82054999999998,19.535915903727165,0.725,0.63
Q8TCU4,1400,36.775921428571465,7.4524076268467345,0.015,0.0
Q9BZE9,553,71.206835443038,25.133901924912365,0.6039783001808319,0.352622061482821
Q96G03,612,95.33816993464039,7.919824174280291,0.9803921568627451,0.923202614379085
P41159,167,81.11449101796406,13.990525393595535,0.6946107784431138,0.40119760479041916
Q9BUJ2,856,66.38759345794406,27.45977103053986,0.4894859813084112,0.4088785046728972
O15078,2479,60.54478418717223,14.280730538999986,0.34288019362646227,0.0
Q8TC05,714,54.11420168067232,15.318923432114573,0.19327731092436976,0.0028011204481792717
P20023,1033,74.92068731848983,13.698599203829135,0.7260406582768635,0.01452081316553727
P16871,459,67.46398692810452,26.853578162681842,0.4793028322440087,0.40305010893246185
O94830,711,73.68642756680724,23.46267617244511,0.6568213783403657,0.3488045007032349
Q9UGM5,382,81.07034031413606,20.8171205501474,0.7486910994764397,0.5732984293193717
Q9HCU0,757,63.46996036988103,25.596177067045982,0.4557463672391017,0.2919418758256275
Q9NQ66,1216,83.60366776315799,21.489091124798215,0.8248355263157895,0.6521381578947368
P46060,587,87.33253833049403,20.553306034728777,0.8517887563884157,0.7444633730834753
Q08174,1060,76.20696226415096,22.551335207479084,0.7226415094339622,0.4330188679245283
Q9NZS2,231,78.08476190476192,22.34436300897038,0.670995670995671,0.5411255411255411
Q8N4E4,241,80.74087136929465,15.288589284536851,0.7302904564315352,0.45643153526970953
Q12860,1018,87.23731827111982,12.86253805609451,0.9145383104125737,0.6080550098231827
P55808,180,58.44016666666666,10.49042396532296,0.14444444444444443,0.0
P08887,468,77.90645299145294,23.4480038838422,0.6752136752136753,0.5384615384615384
P61916,151,92.88364238410594,12.315393935747291,0.8874172185430463,0.8543046357615894
Q13291,335,74.91716417910443,21.677930520684225,0.6208955223880597,0.417910447761194
Q674X7,775,70.13740645161302,26.819377556149835,0.5793548387096774,0.44516129032258067
O60763,962,85.26390852390847,17.526184020016515,0.8440748440748441,0.5769230769230769
Q99674,318,62.04767295597484,20.843840249480714,0.31446540880503143,0.24528301886792453
P81534,67,84.86447761194032,9.044956421531795,0.8955223880597015,0.417910447761194
P35968,1356,71.14188053097342,23.79625040653477,0.6688790560471977,0.2345132743362832
P78317,190,72.9534210526316,17.877684425049626,0.4368421052631579,0.30526315789473685
Q9UKM9,306,69.50437908496733,18.54918807412431,0.3954248366013072,0.30392156862745096
P30304,524,62.99360687022901,24.4704762399577,0.366412213740458,0.30343511450381677
O95445,188,89.46617021276599,11.439587814920731,0.9202127659574468,0.6702127659574468
P49755,219,87.45150684931505,10.785675263055635,0.9041095890410958,0.5844748858447488
Q676U5,607,83.87812191103791,23.507467931108398,0.8171334431630972,0.6985172981878089
P10747,220,81.30568181818184,16.2869477298021,0.6863636363636364,0.5045454545454545
Q9H3S3,457,79.32663019693652,22.30577777446104,0.7571115973741794,0.5098468271334792
Q9NP85,383,74.15911227154051,22.35038966711745,0.6135770234986945,0.4073107049608355
P61978,463,64.37796976241901,21.97470774156917,0.48596112311015116,0.08639308855291576
P00751,764,86.2453664921466,17.09818128158474,0.8821989528795812,0.643979057591623
P18510,177,87.04107344632767,19.498839498430833,0.8135593220338984,0.7796610169491526
P21980,687,92.87212518195044,8.051441045377057,0.9694323144104804,0.8049490538573508
P25685,340,82.63761764705886,20.47072055186701,0.7823529411764706,0.5852941176470589
P02647,267,73.56397003745317,13.72497684814981,0.6367041198501873,0.02247191011235955
Q86U17,422,82.48218009478674,20.60321978209636,0.8199052132701422,0.5639810426540285
Q9Y662,390,81.77212820512817,24.191180345249453,0.7256410256410256,0.6641025641025641
Q99460,953,79.2320881427071,15.09979425391598,0.8488982161594963,0.18677859391395593
P04217,495,86.46668686868689,15.43087409992731,0.8929292929292929,0.6222222222222222
Q96R05,134,96.18835820895526,4.486993008658032,0.9925373134328358,0.9402985074626866
Q8NBK3,374,83.5447058823529,24.401095285185555,0.7647058823529411,0.713903743315508
Q7RTW8,1153,84.03750216825668,17.694835292136037,0.8759757155247181,0.5143104943625325
O15382,392,93.14456632653068,15.7470709072788,0.9209183673469388,0.8877551020408163
Q9HB29,575,77.22389565217391,18.23278484649772,0.7704347826086957,0.23304347826086957
O43752,255,81.75094117647058,14.884450100707829,0.8352941176470589,0.36470588235294116
Q5SW79,1584,45.80889520202022,19.108862435792112,0.14835858585858586,0.06628787878787878
O75791,330,70.24860606060608,23.429718952180046,0.6090909090909091,0.3
P0DKB5,382,80.27793193717271,18.702141747204784,0.7172774869109948,0.5026178010471204
P05976,194,87.84721649484538,14.598500081283468,0.8092783505154639,0.7525773195876289
Q9BT73,122,92.9206557377049,10.45309568530173,0.9180327868852459,0.860655737704918
Q9UK85,242,54.856198347107444,14.996335709798885,0.19834710743801653,0.0
O15212,129,94.39798449612405,10.593918569935598,0.9534883720930233,0.8914728682170543
Q9Y6E0,443,77.63433408577882,25.055549962523354,0.7268623024830699,0.4898419864559819
P40198,252,78.51515873015873,20.450539703908895,0.626984126984127,0.5238095238095238
Q9NQ76,525,43.271523809523806,9.41852913205337,0.022857142857142857,0.0
Q5VTT5,1437,76.26530271398742,17.083054787891285,0.7397355601948504,0.17536534446764093
O14828,347,76.60221902017287,22.048835592469057,0.6657060518731989,0.42939481268011526
P06729,351,77.72037037037032,21.734017139093893,0.6210826210826211,0.5156695156695157
O60635,241,88.2102489626556,13.1441421856635,0.8755186721991701,0.7427385892116183
P04155,84,88.35988095238095,13.7051524456044,0.8452380952380952,0.6547619047619048
Q16650,682,55.03826979472144,24.37515236311079,0.26099706744868034,0.22727272727272727
P46013,1400,42.16587857142853,17.031285336935447,0.09714285714285714,0.06142857142857143
Q96PH6,123,62.88747967479674,20.774618722827515,0.3333333333333333,0.18699186991869918
P21810,368,85.59347826086955,22.31349811723361,0.8125,0.782608695652174
P10301,218,85.53229357798162,17.74031784687939,0.7844036697247706,0.6651376146788991
Q2WEN9,425,90.2448,13.334881159884228,0.9364705882352942,0.788235294117647
P27169,355,96.7798591549295,3.751295398027365,1.0,0.9380281690140845
Q6UXG3,332,68.7403915662651,23.085764001771103,0.46987951807228917,0.35843373493975905
P18428,481,90.53812889812882,12.249044183170568,0.9480249480249481,0.7588357588357588
Q01201,579,68.75031088082908,25.534673846944806,0.5008635578583766,0.41278065630397237
Q15797,465,81.1817849462366,22.646948961042735,0.7569892473118279,0.6301075268817204
Q99558,947,60.76164730728618,28.385864018230265,0.4297782470960929,0.3041182682154171
P0DUB6,511,96.70123287671225,10.2676878575411,0.9706457925636007,0.9628180039138943
Q6UXK5,716,81.96127094972066,21.646273252711556,0.797486033519553,0.5796089385474861
Q8WV92,249,91.91228915662641,13.026577157121693,0.9437751004016064,0.8473895582329317
P05452,202,87.94787128712865,17.99706447249098,0.8217821782178217,0.7722772277227723
Q9NXH3,145,73.63565517241382,17.25288249035278,0.5586206896551724,0.27586206896551724
P35579,1960,76.17590816326535,13.706541898228469,0.710204081632653,0.15918367346938775
P30046,118,97.96703389830509,1.0141927651845077,1.0,1.0
Q96T91,129,89.1998449612403,11.916635690391537,0.8837209302325582,0.7131782945736435
Q9UQE7,1217,82.07849630238292,10.135777660468056,0.9202958093672966,0.14543960558751026
P48304,166,89.384578313253,15.77120529282545,0.8072289156626506,0.7710843373493976
P20807,821,78.2400974421438,21.89979560392173,0.758830694275274,0.43118148599269185
Q8WTQ1,72,81.05291666666666,13.366048243954616,0.7361111111111112,0.4166666666666667
Q99536,393,90.35786259541986,17.250783188665416,0.8702290076335878,0.811704834605598
Q5GAN6,216,64.71592592592597,25.934793072921437,0.47685185185185186,0.3194444444444444
Q2L4Q9,553,85.44786618444844,17.015185945810888,0.8607594936708861,0.5877034358047016
Q9NRJ3,127,72.79574803149606,18.5291525792895,0.6062992125984252,0.2204724409448819
P28827,1452,83.94078512396699,19.019033650040644,0.8615702479338843,0.5909090909090909
P05121,402,88.90129353233836,17.18861023206528,0.8905472636815921,0.8034825870646766
Q9NS62,852,59.1053638497653,23.269369648418714,0.38380281690140844,0.13849765258215962
O95274,346,74.29335260115607,24.89369043436804,0.5867052023121387,0.5115606936416185
Q9NZC2,230,76.7671739130435,23.089986787335313,0.6130434782608696,0.4956521739130435
Q8IWV2,1026,86.41167641325544,14.262658606408971,0.9230019493177388,0.5886939571150097
Q496F6,205,77.84243902439025,22.993341961075707,0.6682926829268293,0.48292682926829267
P39748,380,89.62894736842101,17.522768930657904,0.8736842105263158,0.8315789473684211
Q9BUN1,341,51.8957184750733,21.944320833854942,0.23460410557184752,0.08797653958944282
Q6EIG7,209,91.2679425837321,11.795328857152642,0.9282296650717703,0.7272727272727273
Q9UKX7,468,64.42923076923076,23.781708698894054,0.41025641025641024,0.297008547008547
Q9NQ25,335,78.21268656716418,19.736044091064617,0.6955223880597015,0.4507462686567164
Q8N6Q3,437,85.22102974828378,17.397269824250802,0.8489702517162472,0.6704805491990846
O75190,326,62.96496932515337,20.337935311361388,0.4171779141104294,0.09815950920245399
Q5JSP0,725,68.62754482758628,24.809721766075082,0.5834482758620689,0.2675862068965517
O43639,380,70.88405263157897,21.27865603189134,0.6815789473684211,0.1631578947368421
Q9UHJ6,478,94.11267782426782,6.594539324031877,0.9769874476987448,0.8786610878661087
P25815,95,87.10126315789475,10.497784552451787,0.9052631578947369,0.5473684210526316
O75631,287,78.5905226480836,20.91721833972641,0.7142857142857143,0.4912891986062718
P40939,763,92.42311926605508,13.944300497028783,0.9528178243774574,0.8715596330275229
P05305,212,65.21320754716983,15.307591626697992,0.3915094339622642,0.014150943396226415
Q8WV07,137,84.52956204379562,14.441898032678967,0.8321167883211679,0.5255474452554745
P57087,298,83.02241610738248,20.46239333856846,0.7651006711409396,0.62751677852349
P22301,178,87.86426966292132,19.775298539637173,0.8370786516853933,0.7752808988764045
Q13490,618,76.5966504854368,22.980090812096623,0.7556634304207119,0.4029126213592233
Q14011,172,61.375930232558055,19.187206879991614,0.4069767441860465,0.0
Q99075,208,66.46639423076918,20.47121449880589,0.4855769230769231,0.14423076923076922
Q12968,1075,54.33727441860466,24.554356910106204,0.27906976744186046,0.20930232558139536
P11487,239,78.31564853556485,21.992421752448283,0.602510460251046,0.5523012552301255
P09104,434,97.078594470046,3.3621820743355366,0.9976958525345622,0.967741935483871
Q02643,423,75.82394799054373,18.5698243559801,0.6784869976359338,0.2647754137115839
P13591,858,79.51405594405595,23.38402660149519,0.7902097902097902,0.534965034965035
Q9H777,363,91.73575757575756,9.409892641390638,0.9393939393939394,0.7741046831955923
Q04760,184,95.36874999999993,8.73894164958728,0.9510869565217391,0.9021739130434783
O14594,1321,57.802157456472365,27.47607940653678,0.42240726722180166,0.21347464042392128
Q5T2W1,519,78.08556840077074,22.05871101868862,0.7610789980732178,0.43545279383429675
P49137,400,82.57729999999998,18.85931660241168,0.7675,0.575
Q13972,1273,72.02977219167335,24.828456126952904,0.6810683424980362,0.2969363707776905
Q5FWE3,981,51.93404689092747,22.245797881353354,0.2324159021406728,0.1437308868501529
P23471,2315,54.15909287257018,29.66420209325351,0.3900647948164147,0.22937365010799135
O76039,960,53.12946874999992,26.104431768321255,0.2875,0.225
Q9NY72,215,86.19158139534879,13.413080852820693,0.8744186046511628,0.586046511627907
Q8IWY9,1227,71.39098614506935,23.968592606697953,0.6397718011409943,0.3145884270578647
Q9H5Y7,841,67.6218073721761,25.670809677606915,0.5862068965517241,0.2544589774078478
Q8WXI8,215,86.05032558139538,17.468795445382074,0.813953488372093,0.6697674418604651
Q9BSG5,229,65.63183406113538,20.17914107754554,0.4497816593886463,0.1615720524017467
Q9NZV1,1036,67.08428571428564,19.536878862466935,0.612934362934363,0.017374517374517374
P43630,455,74.92514285714292,23.21177796740619,0.6373626373626373,0.45274725274725275
P15248,144,84.08930555555555,13.544444569062756,0.8194444444444444,0.4513888888888889
O60243,411,86.63756690997563,17.96965362774135,0.8321167883211679,0.7055961070559611
P49765,207,73.4936714975846,19.774309738914795,0.5120772946859904,0.3526570048309179
Q9UHP3,1055,77.21790521327016,20.409456419671383,0.728909952606635,0.3630331753554502
P43320,205,88.90380487804876,18.839587385077635,0.8634146341463415,0.8195121951219512
Q9P2M7,1203,69.53865336658349,26.427338910881677,0.6101413133832086,0.38071487946799665
Q8WWV3,396,91.77353535353542,15.990474204320929,0.9015151515151515,0.8585858585858586
Q8N0X7,666,62.66177177177176,23.10918111521437,0.45045045045045046,0.15015015015015015
Q13563,968,70.12488636363638,24.468721380982355,0.5816115702479339,0.37293388429752067
P01266,1400,72.72687142857143,15.873455535598168,0.6635714285714286,0.04928571428571429
A6NCE7,125,91.74447999999997,10.192422083567772,0.936,0.784
P41236,205,67.86219512195122,18.026161653605776,0.4146341463414634,0.16585365853658537
Q14643,1400,74.72718571428565,17.11947705959739,0.7628571428571429,0.09857142857142857
O95997,202,63.1460396039604,15.015247964784873,0.3613861386138614,0.0049504950495049506
P04792,205,68.85034146341464,21.871155843534726,0.47804878048780486,0.33170731707317075
Q3V5L5,792,81.99891414141418,21.235473123300235,0.7777777777777778,0.6060606060606061
Q14129,220,85.85268181818184,18.488596868650895,0.8136363636363636,0.7045454545454546
P32241,457,76.00717724288842,18.86164731132497,0.6695842450765864,0.3041575492341357
Q14353,236,96.44779661016948,8.101292127069861,0.9745762711864406,0.9661016949152542
P03950,147,89.84129251700685,15.395097031688818,0.8163265306122449,0.7959183673469388
Q9NZ53,605,54.42614876033058,18.826415297038036,0.2462809917355372,0.03140495867768595
Q02880,1626,73.40889298892988,26.687547383890358,0.6992619926199262,0.43911439114391143
P23582,126,62.35436507936508,19.348549369193382,0.3412698412698413,0.1111111111111111
O60220,97,85.46670103092787,18.321807901702993,0.7628865979381443,0.7010309278350515
P20155,84,85.5789285714286,12.603335727936813,0.8452380952380952,0.5238095238095238
P17643,537,91.69687150837979,16.337370987132502,0.8901303538175046,0.851024208566108
Q6UX71,529,69.58729678638937,26.185241692310136,0.5689981096408318,0.40264650283553877
P17181,557,78.02228007181331,21.154826893770643,0.7235188509874326,0.4614003590664273
P14784,551,64.62923774954625,25.193531343591648,0.42105263157894735,0.32849364791288566
O96007,188,83.99728723404252,21.176970017692863,0.7127659574468085,0.6861702127659575
P26842,260,71.69080769230769,23.988141215255048,0.5153846153846153,0.4269230769230769
Q92765,325,79.89907692307689,19.532634303652863,0.7169230769230769,0.5169230769230769
Q8TE77,659,61.648179059180656,28.684587562029726,0.5174506828528073,0.19878603945371776
Q14457,450,76.5909555555556,21.46172537793793,0.7111111111111111,0.38222222222222224
P01011,423,85.21113475177305,20.314141731018175,0.8463356973995272,0.6832151300236406
P35606,906,86.49411699779256,16.52740974216554,0.9161147902869757,0.608167770419426
P0CG37,223,64.0704932735426,22.61722382738488,0.4080717488789238,0.23766816143497757
Q9NRS6,342,72.37654970760238,23.945041419118876,0.6081871345029239,0.40350877192982454
Q9H6Q3,261,75.65877394636021,18.429878332616045,0.6628352490421456,0.3371647509578544
P50749,326,77.86815950920246,24.654125296968157,0.6840490797546013,0.588957055214724
Q8NC42,400,74.33882500000001,21.205617955376248,0.6175,0.365
Q8WZ75,1007,57.235243296921695,26.3619593997042,0.38232373386295926,0.2214498510427011
P78423,397,55.92430730478587,21.03429122627406,0.26448362720403024,0.12342569269521411
Q96DU3,332,77.15280120481927,22.675541590673422,0.6837349397590361,0.5060240963855421
Q93015,286,74.72461538461535,24.358346791572384,0.6048951048951049,0.4825174825174825
Q9NRD8,1548,83.96528423772615,16.71386489800518,0.8559431524547804,0.5335917312661499
P20774,298,78.81573825503352,27.10474104047273,0.6946308724832215,0.6812080536912751
Q96FE7,263,67.0989353612167,18.939208540995583,0.4714828897338403,0.13307984790874525
Q7Z6A9,289,67.21069204152252,23.68754394042116,0.43252595155709345,0.31141868512110726
Q9Y5Y7,322,68.39416149068326,24.672338537179158,0.5062111801242236,0.33540372670807456
P20827,205,79.07717073170738,22.024468915722608,0.6439024390243903,0.5560975609756098
Q6ZMJ2,495,71.49212121212116,22.275714523234964,0.6282828282828283,0.29292929292929293
Q5VV43,1072,70.79388992537318,24.116784315244693,0.6455223880597015,0.2835820895522388
O95727,393,73.51712468193384,24.898011337802256,0.5928753180661578,0.4631043256997455
Q9HBE5,538,64.10102230483272,26.30637541062728,0.4200743494423792,0.3271375464684015
Q9UHA3,163,91.2169325153374,9.067744988666966,0.9386503067484663,0.7852760736196319
Q6UWL6,708,75.4345621468927,24.70956588605334,0.6822033898305084,0.5112994350282486
P09467,338,94.32387573964502,8.519791997971623,0.9733727810650887,0.878698224852071
Q96B86,450,78.57500000000006,21.15302418357978,0.6711111111111111,0.5222222222222223
O75146,1068,81.61773408239709,20.360742255691363,0.8249063670411985,0.5
P52209,483,96.81184265010357,6.022384686199837,0.9834368530020704,0.9544513457556936
Q6ZRY4,209,68.34727272727275,23.24866698297837,0.41148325358851673,0.3827751196172249
P42702,1097,73.74007292616226,23.91070215742407,0.6855059252506837,0.3764813126709207
P49454,1400,72.13849285714292,20.62535022247985,0.6692857142857143,0.10357142857142858
Q13428,1488,41.2792540322581,12.11564307156736,0.05712365591397849,0.0114247311827957
Q9H3K6,86,92.71534883720929,7.796089314473175,0.9651162790697675,0.8372093023255814
O95817,575,57.236834782608746,20.49555016982973,0.2417391304347826,0.1791304347826087
Q9NQ38,1064,73.97295112781947,17.122908486885127,0.7114661654135338,0.10526315789473684
Q9BY14,249,81.54831325301205,20.472998761280255,0.7068273092369478,0.5983935742971888
O60462,931,78.59733619763693,22.973263322946654,0.7303974221267454,0.505907626208378
P35813,382,94.52227748691104,12.75084197184891,0.9502617801047121,0.9031413612565445
Q9UMF0,924,80.1004112554114,20.84365661401546,0.8170995670995671,0.4296536796536797
Q13190,355,70.35557746478872,18.66808338696264,0.5408450704225352,0.15774647887323945
Q8TCZ2,262,56.0696946564886,13.400277252397304,0.17557251908396945,0.0
Q8WTU2,575,73.56500869565217,24.137111169496254,0.6921739130434783,0.34956521739130436
Q14511,834,61.695000000000014,26.24206232048338,0.42206235011990406,0.3069544364508393
Q9HAW4,1339,50.62502613890964,22.51603495130452,0.2561613144137416,0.06572068707991038
Q96PL5,475,81.30646315789474,21.24497818844703,0.7663157894736842,0.5726315789473684
O15232,486,79.34609053497938,18.623104017177216,0.7613168724279835,0.44238683127572015
Q2UY09,1125,60.058311111111145,23.47495782301001,0.3635555555555556,0.208
P22105,1400,74.15038571428566,18.335012236384426,0.7657142857142857,0.12285714285714286
Q9Y5S2,1711,75.78918176504965,20.097070814453048,0.7486849795441263,0.31209818819403856
P04406,335,98.11611940298508,2.6705434380289925,0.9970149253731343,0.991044776119403
P26639,723,90.49901798063618,16.521496797668213,0.941908713692946,0.8298755186721992
Q96FC9,970,71.30040206185565,26.06949000689868,0.6597938144329897,0.3618556701030928
Q2VWP7,1150,73.774747826087,22.60279351101597,0.7043478260869566,0.28
P20849,921,61.503865363735116,20.362502583015857,0.2681867535287731,0.20304017372421282
P42575,452,78.38681415929206,25.401325805600713,0.7588495575221239,0.5176991150442478
O15083,957,73.61631138975973,23.549692303855597,0.6530825496342738,0.40856844305120166
Q92686,78,68.14410256410255,19.71354795343947,0.48717948717948717,0.24358974358974358
Q9Y4L1,999,81.23717717717712,24.544486542995728,0.7647647647647647,0.6706706706706707
Q6UWJ8,174,65.69954022988505,15.03114704198608,0.42528735632183906,0.034482758620689655
Q96BQ1,224,91.11236607142857,13.085249677933113,0.8839285714285714,0.78125
O00206,839,89.2041954707987,15.142599597324434,0.901072705601907,0.7163289630512515
P32927,897,63.961237458193914,27.90269881270983,0.496098104793757,0.35228539576365664
O43681,348,79.2025,18.737394622939096,0.6494252873563219,0.48563218390804597
Q9H2X3,399,70.41228070175443,20.85351029900915,0.42606516290726815,0.3057644110275689
Q9BZZ2,1709,76.60758338209483,14.094963666927685,0.7712112346401404,0.06553540081919251
Q96NZ8,548,78.08905109489046,17.74204170861093,0.7463503649635036,0.26277372262773724
Q8NBI3,349,58.46131805157592,19.2363297491204,0.24641833810888253,0.16045845272206305
Q8ND90,353,80.69691218130312,15.302774983427716,0.7563739376770539,0.35694050991501414
Q8TDL5,484,87.78809917355363,14.495776091194044,0.8863636363636364,0.7148760330578512
P07358,591,81.55367174280875,19.191796855743988,0.8324873096446701,0.4805414551607445
Q13277,289,83.30107266435989,14.077153785868184,0.8373702422145328,0.46366782006920415
Q99969,163,86.31607361963192,14.767087780468168,0.803680981595092,0.656441717791411
P17900,193,88.96176165803116,13.677929804467459,0.8652849740932642,0.7150259067357513
Q96D71,796,57.116859296482446,23.341838709859324,0.3065326633165829,0.21482412060301506
P31350,389,79.70591259640096,23.938536614027868,0.7300771208226221,0.6195372750642674
O43889,371,60.73420485175208,22.645679502037012,0.33423180592991913,0.18867924528301888
Q8WXX5,260,85.35746153846155,14.307499153162702,0.8884615384615384,0.5076923076923077
P07451,260,97.9524230769231,4.25873752214719,0.9923076923076923,0.9846153846153847
P09238,476,86.13380252100838,16.347052751186606,0.8550420168067226,0.6302521008403361
P00568,194,95.8687113402062,5.2072884972886895,0.9845360824742269,0.9381443298969072
P47928,161,66.28322981366465,20.06439634647471,0.33540372670807456,0.2732919254658385
O43508,249,77.8603614457831,22.047484376663853,0.6465863453815262,0.4859437751004016
O75563,359,73.96905292479109,22.022697463296204,0.6016713091922006,0.3983286908077994
P36269,586,92.08986348122852,12.867697033417443,0.931740614334471,0.8122866894197952
