gene_symbol	MTI_continuous	GNN_EXERCISE_SUP_MTI_MULTI_pred	GNN_EXERCISE_SUP_MTI_MULTI_multi_prob	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly_scaled	GNN_EXERCISE_SUP_MTI_MULTI_hybrid_score	GNN_EXERCISE_SUP_MTI_MULTI_rank	GNN_EXERCISE_SUP_MTI_MULTI_rank_scaled	MR_nominal_any
IKBKG	-0.212997774049831	-1.3718138	0.071774386	1438	0.5236990387802453	-0.14991018	1448	0.5203844879018893	True
ATRAID	-0.453842877217939	-0.5574906	0.041583993	1227	0.5936360623135565	-0.15106484	1449	0.5200530328140537	True
RAC3	-0.0216750723339199	-0.43795186	0.03692643	1205	0.6009280742459396	-0.15263027	1450	0.5197215777262181	True
TOP1MT	-1.30336884147394	-2.1110148	0.09856486	1623	0.4623798475306596	-0.1526637	1451	0.5193901226383825	True
DNER	-2.18190033926422	-1.0987872	0.061263032	1353	0.5518727212462712	-0.15270329	1452	0.5190586675505469	True
CDH23	0.0	-1.7353739	0.08460406	1522	0.495856811402055	-0.15340783	1453	0.5187272124627113	True
CDH22	0.0	-1.7353905	0.08460388	1523	0.4955253563142194	-0.15341273	1454	0.5183957573748758	True
PM20D1	-3.32877512624178	-1.3671563	0.07089517	1435	0.5246934040437521	-0.15428555	1455	0.5180643022870401	True
ENOX2	-0.585659780485974	-1.6650203	0.08174719	1506	0.5011600928074246	-0.15504459	1456	0.5177328471992045	True
PTN	-0.500019462172432	-0.8617624	0.051705543	1308	0.5667882001988731	-0.15780044	1458	0.5170699370235333	True
AAMDC	-0.0585840093011697	-0.65527767	0.043902196	1262	0.5820351342393105	-0.15900888	1460	0.5164070268478621	True
GSTA3	-0.265490556646717	-0.5944394	0.041628666	1239	0.5896586012595293	-0.15920642	1461	0.5160755717600265	True
CNTNAP4	-0.651882975963749	-1.4201304	0.071789406	1451	0.5193901226383825	-0.16082497	1462	0.5157441166721909	True
PACS2	-0.538780179994129	-2.265654	0.10269725	1657	0.45111037454424924	-0.16234231	1463	0.5154126615843553	True
SCGB2A2	-0.0012480003086847	-0.2571103	0.027784588	1136	0.6237984753065959	-0.16795722	1464	0.5150812064965197	True
PTPRF	-0.0621178786414507	-1.8988689	0.08826536	1569	0.4802784222737819	-0.16801694	1465	0.5147497514086842	True
UNC79	-0.224486419724089	-2.8303363	0.12247682	1819	0.3974146503148823	-0.16868696	1466	0.5144182963208486	True
CPA4	0.0001058636441927	-0.26993668	0.027564695	1140	0.6224726549552536	-0.172239	1467	0.514086841233013	True
SCN2A	0.972862973548118	-2.4585915	0.108181864	1710	0.43354325488896256	-0.17238492	1468	0.5137553861451774	True
SCARF1	-0.606055110635369	-2.1352353	0.09626218	1629	0.460391117003646	-0.17241992	1469	0.5134239310573417	True
GABRA4	-3.43378906479562	-0.4676882	0.034744114	1214	0.5979449784554193	-0.17289887	1470	0.5130924759695061	True
BCL2L15	-1.27061090916912	-1.0650297	0.05651089	1342	0.5555187272124628	-0.17439654	1472	0.5124295657938349	True
ATP6V1G1	-0.107487177347784	-0.592963	0.03898747	1237	0.5903215114352005	-0.1752014	1473	0.5120981107059993	True
TALDO1	-0.793775301542584	-1.3057038	0.06524152	1409	0.5333112363274777	-0.17524354	1474	0.5117666556181637	True
SEMA6C	-0.191808359032969	-0.23588462	0.025302755	1133	0.6247928405701028	-0.17846748	1475	0.5114352005303281	True
CTSS	0.0011871222003022	-0.30019557	0.02759361	1151	0.618826648989062	-0.17895389	1476	0.5111037454424926	True
TPPP2	-0.0085803086092535	-0.30919605	0.02786653	1157	0.6168379184620484	-0.17931694	1477	0.510772290354657	True
TRIM24	-7.99167670656978	-3.869736	0.1588408	2166	0.2823997348359297	-0.18063676	1478	0.5104408352668214	True
CEACAM8	-0.498127153060825	-0.8665526	0.048137754	1309	0.5664567451110375	-0.18095253	1479	0.5101093801789858	True
SYAP1	-0.371423306117704	-1.0975842	0.056316018	1352	0.5522041763341067	-0.18301821	1480	0.5097779250911502	True
ABO	-0.862925848913176	-0.9361585	0.050308473	1318	0.563473649320517	-0.18338816	1481	0.5094464700033146	True
S100A3	-0.210972107333971	-0.76780176	0.04393984	1289	0.5730858468677494	-0.1844118	1482	0.509115014915479	True
RNF41	-0.0007736029276422	-0.32786226	0.026645284	1163	0.6148491879350348	-0.19112083	1483	0.5087835598276433	True
PTH	6.79760150101238	-0.51823854	0.033646792	1220	0.5959562479284057	-0.19120055	1484	0.5084521047398077	True
CEACAM5	0.0	-1.2022482	0.05873405	1381	0.5425919787868744	-0.19191171	1485	0.5081206496519721	True
STX1B	-9.35057328537138	-3.5103428	0.1432941	2037	0.3251574411667219	-0.19488877	1487	0.5074577394763009	True
PRKAR1A	-3.60240172516837	-3.5103428	0.1432941	2038	0.3248259860788863	-0.19488877	1488	0.5071262843884654	True
PDRG1	-0.0050130707796808	-0.33374435	0.026099756	1165	0.6141862777593636	-0.19583413	1489	0.5067948293006298	True
ARHGAP30	-7.03470991835336	-1.779471	0.078987725	1534	0.4918793503480278	-0.19818184	1491	0.5061319191249586	True
ITGA2	-0.255529540665537	-1.378329	0.06394654	1440	0.523036128604574	-0.19979662	1492	0.505800464037123	True
JAM3	-0.255280443939958	-1.3834462	0.063843094	1442	0.5223732184289028	-0.20160206	1493	0.5054690089492874	True
BCL2L1	-3.17941544541517	-1.7046846	0.07565997	1515	0.4981769970169042	-0.2017203	1494	0.5051375538614518	True
STX4	0.538795521763885	-1.8748513	0.081856996	1563	0.4822671528007955	-0.20217012	1495	0.5048060987736162	True
SCRN1	-0.0040648157489279	-0.34820616	0.025596796	1169	0.6128604574080212	-0.2022388	1497	0.5041431885979449	True
SLIT2	-0.331053054752875	-1.8558587	0.081071734	1557	0.48425588332780906	-0.20269868	1498	0.5038117335101093	True
IL2RB	-0.551763536672327	-2.0883932	0.089580655	1620	0.4633742127941664	-0.20306219	1499	0.5034802784222738	True
RPE	-0.0145963464627322	-0.42081702	0.028138373	1196	0.6039111700364601	-0.20306596	1500	0.5031488233344382	True
ARHGEF1	-4.46237362695182	-1.7173125	0.07571627	1518	0.49718263175339744	-0.20424907	1501	0.5028173682466026	True
IFT20	0.000261096237285	-0.38008964	0.025763245	1184	0.6078886310904872	-0.20847347	1502	0.502485913158767	True
ATP5PO	-1.08858580470204	-0.790244	0.04076811	1294	0.5714285714285714	-0.2091365	1503	0.5021544580709314	True
NARS1	-0.233008106483163	-0.38022935	0.025608007	1185	0.6075571760026517	-0.20946518	1504	0.5018230029830958	True
ITGB1BP1	-0.336522960978468	-1.3292781	0.060413424	1423	0.5286708650977793	-0.21046801	1505	0.5014915478952602	True
CCL28	0.0	-1.8114153	0.07789886	1541	0.4895591647331787	-0.21219231	1506	0.5011600928074246	True
CHL1	1.09899225959578	-0.10845052	0.015054871	1087	0.6400397746105403	-0.21280083	1507	0.500828637719589	True
QPCT	-0.31722784995119	-1.1959589	0.054842867	1379	0.5432548889625456	-0.21453924	1508	0.5004971826317534	True
NCS1	-0.140180510170791	-0.8333139	0.041127898	1304	0.5681140205502154	-0.21672413	1509	0.5001657275439177	True
LETM1	-3.90427166337849	-1.3177547	0.058741733	1418	0.5303281405369572	-0.21817932	1510	0.4998342724560822	True
OSTN	-0.368088132369575	-0.42997754	0.026030686	1201	0.6022538945972821	-0.2181854	1511	0.4995028173682466	True
ACRBP	-5.50643999329403	-1.9826487	0.083219334	1590	0.4733178654292343	-0.21830517	1512	0.499171362280411	True
KLK1	-3.19515167508258	-2.1624074	0.0898093	1635	0.4584023864766324	-0.2185106	1513	0.4988399071925754	True
DTX3	-0.135332001008131	-1.1372712	0.051845957	1365	0.547895260192244	-0.21969967	1514	0.4985084521047398	True
FH	-0.626557968688883	-1.9785401	0.08282404	1588	0.47398077560490554	-0.21981336	1515	0.4981769970169042	True
RGS8	0.635171080576837	-0.6242159	0.032824073	1248	0.5866755054690089	-0.22043188	1516	0.4978455419290686	True
FLT3LG	-0.190310992646373	-1.2147745	0.054520015	1385	0.5412661584355319	-0.22082222	1517	0.497514086841233	True
APOB	-0.740111281574458	-1.0514407	0.048146736	1339	0.5565130924759695	-0.22301891	1519	0.49685117666556183	True
NACC1	-3.2000493562318	-0.394938	0.02360096	1189	0.6062313556513093	-0.22522637	1520	0.4965197215777262	True
IKZF2	2.97527336356793	-0.394938	0.02360096	1190	0.6058999005634736	-0.22522637	1521	0.4961882664898906	True
ZNF174	-5.33874052792148	-0.39493805	0.023600953	1191	0.605568445475638	-0.22522643	1522	0.495856811402055	True
SV2A	-1.26100445984411	-1.5949607	0.06774524	1491	0.5061319191249586	-0.22566189	1524	0.49519390122638385	True
FABP2	-0.0003044285393174	-0.44892746	0.024902573	1211	0.5989393437189261	-0.22947814	1525	0.49486244613854824	True
SERPING1	-0.735965309874655	-1.9949158	0.08178073	1594	0.47199204507789194	-0.22999524	1526	0.49453099105071263	True
SEPTIN8	-0.321132406932566	-0.4849109	0.025989747	1216	0.5972820682797481	-0.23095366	1528	0.4938680808750414	True
CDHR1	-4.0975799441748	-1.9840226	0.08102553	1591	0.47298641034139877	-0.23218313	1529	0.4935366257872058	True
CEACAM6	0.0	-1.3702656	0.0581781	1436	0.5243619489559165	-0.23362766	1533	0.49221080543586343	True
GGA1	-1.41058686939982	-1.9426156	0.07896399	1579	0.4769638713954259	-0.23549683	1534	0.4918793503480278	True
ENO2	-0.0441825778701482	-0.61742043	0.029938856	1244	0.5880013258203514	-0.23672391	1535	0.49154789526019227	True
EXOSC10	-1.34973927193156	-2.0308003	0.08136162	1601	0.46967185946304274	-0.24076208	1536	0.49121644017235666	True
SMARCA2	-1.74811118115165e-05	-0.19735132	0.01372656	1113	0.6314219423268147	-0.24126798	1537	0.49088498508452105	True
TACSTD2	-0.615223370415139	-1.2388265	0.05188793	1391	0.5392774279085184	-0.24257685	1538	0.49055352999668544	True
CEACAM19	5.74197406589531	-0.6460198	0.029917696	1257	0.5836924096784886	-0.24337037	1539	0.49022207490884984	True
CACNB3	-5.90047718423236	-2.3153486	0.091348104	1676	0.4448127278753729	-0.24383934	1541	0.4895591647331787	True
GMPR	0.0013273177759312	-0.49563777	0.024173588	1218	0.596619158104077	-0.24462742	1542	0.48922770964534307	True
MORN4	0.0004201907499995	-0.49355692	0.024021368	1217	0.5969506131919124	-0.24509452	1543	0.48889625455750746	True
CLGN	-3.19062080985355	-2.0839403	0.08224635	1617	0.4643685780576732	-0.24739808	1545	0.48823334438183624	True
IL6	-0.414480225895848	-1.1774801	0.048825942	1373	0.5452436194895591	-0.24753395	1546	0.4879018892940007	True
IL15	-1.65428815535971	-1.1781607	0.048819523	1374	0.5449121644017235	-0.24772868	1547	0.4875704342061651	True
MAG	-0.0007295695379609	-0.2058246	0.012862458	1118	0.6297646668876368	-0.24854141	1548	0.4872389791183295	True
ANXA11	-1.04352364995064	-1.9020706	0.07496406	1571	0.4796155120981107	-0.25099254	1549	0.48690752403049387	True
BHMT2	-0.310663263494424	-0.9210782	0.03877906	1316	0.5641365594961882	-0.25124252	1550	0.48657606894265826	True
BTN1A1	-0.0542979012057772	-1.2808771	0.051874187	1406	0.5343056015909844	-0.25224197	1551	0.48624461385482265	True
MYO6	-0.548924511245547	-1.5567542	0.061976783	1482	0.509115014915479	-0.25262576	1552	0.4859131587669871	True
CACNA1C	-3.68366168000968	-3.2045472	0.122649476	1942	0.35664567451110374	-0.25287354	1553	0.4855817036791515	True
AP3B1	-4.90421107439556	-2.375515	0.09192745	1693	0.43917799138216773	-0.25396442	1554	0.4852502485913159	True
GAPDH	-0.0028763505653533	-0.53544843	0.023899168	1223	0.5949618826648989	-0.25539407	1555	0.48491879350348027	True
FHIP2A	-0.407812528219596	-0.6352296	0.027209565	1254	0.5846867749419954	-0.25765735	1556	0.48458733841564466	True
ADIPOQ	-3.45623799373139	-1.5641941	0.061157435	1484	0.5084521047398077	-0.25938702	1557	0.48425588332780906	True
ADRA2A	-0.919407112033015	-1.2766422	0.050469134	1402	0.5356314219423268	-0.25996503	1558	0.4839244282399735	True
USP8	-1.15606055146392	-2.4755487	0.09424767	1715	0.4318859794497846	-0.2624078	1559	0.4835929731521379	True
GP6	-1.56273736807928	-1.9293836	0.07395407	1575	0.47828969174676833	-0.26346022	1560	0.4832615180643023	True
AGRN	-0.736629838095088	-1.1965476	0.046899598	1380	0.54292343387471	-0.26378918	1561	0.4829300629764667	True
PTGR1	-0.0029315544001537	-0.57306707	0.023650693	1230	0.5926416970500498	-0.2655009	1562	0.48259860788863107	True
DOCK9	-2.78589052023017	-2.4768043	0.09346849	1716	0.43155452436194897	-0.26751179	1563	0.4822671528007955	True
ELN	-3.20051069720423	-1.1233524	0.04351238	1361	0.5492210805435863	-0.26805782	1564	0.4819356977129599	True
OXT	-7.9560339695305	-2.3653083	0.08910299	1689	0.4405038117335101	-0.2691036	1565	0.4816042426251243	True
COCH	-0.352610654477855	-1.5958604	0.06043497	1492	0.505800464037123	-0.2710686	1566	0.4812727875372887	True
CSPG5	0.372365961580824	-1.4235762	0.05361251	1453	0.5187272124627113	-0.27400362	1567	0.4809413324494531	True
RABEPK	-0.64979008262918	-1.4973791	0.056192625	1469	0.5134239310573417	-0.27486396	1568	0.4806098773616175	True
BGN	-0.372867561204146	-1.5421771	0.057754625	1477	0.510772290354657	-0.2754117	1569	0.4802784222737819	True
SEMA4D	-3.50014402526075	-2.680193	0.09935177	1774	0.41233012926748425	-0.27747035	1572	0.4792840570102751	True
CES2	9.78339901228258	-0.91460013	0.03416225	1315	0.5644680145840238	-0.2783139	1573	0.4789526019224395	True
GRK5	-4.63805647128844	-0.7773882	0.029005866	1290	0.5727543917799138	-0.27893734	1574	0.47862114683460394	True
LPL	0.0993091536104591	-0.7773882	0.029005866	1291	0.5724229366920782	-0.27893734	1575	0.47828969174676833	True
KLRF1	-0.527782726368397	-0.7232513	0.026979074	1278	0.576731852833941	-0.279136	1576	0.4779582366589327	True
CD300LG	-5.6765411533769	-2.1581259	0.079768784	1633	0.4590652966523036	-0.2796189	1577	0.4776267815710971	True
BACH1	-3.06857709242014	-0.34160268	0.012355015	1167	0.6135233675836924	-0.2826126	1578	0.4772953264832615	True
CACNB1	-6.339076662423	-3.3043501	0.1211201	1968	0.3480278422273782	-0.28506762	1579	0.4769638713954259	True
BRD1	-4.65704321617276	-2.619052	0.095739216	1760	0.41697050049718265	-0.28587854	1580	0.47663241630759035	True
PTPRS	-3.0489107705049	-2.3474796	0.08530963	1685	0.4418296320848525	-0.28849736	1581	0.47630096121975474	True
BCHE	-4.32251615497668	-0.8228693	0.029088946	1301	0.5691083858137223	-0.28878534	1582	0.47596950613191913	True
RPA2	-4.66282560056032	-2.5092313	0.09119151	1723	0.42923433874709976	-0.28897873	1583	0.4756380510440835	True
PNLIP	-0.431285439578051	-1.2737641	0.04553162	1401	0.5359628770301624	-0.2898396	1584	0.4753065959562479	True
HADH	-1.99201754810649	-3.2512882	0.11825922	1953	0.35299966854491216	-0.2906686	1585	0.4749751408684123	True
PECAM1	-1.32072352628731	-2.0288265	0.07295734	1600	0.47000331455087835	-0.29227877	1586	0.47464368578057675	True
NAP1L4	-0.746568507226595	-2.7725153	0.10029577	1797	0.4047066622472655	-0.29266652	1588	0.47398077560490554	True
SDC1	-0.763490504075537	-1.3220726	0.04666546	1422	0.5290023201856149	-0.2938345	1589	0.4736493205170699	True
MYH4	-2.96111680963296	-2.5350647	0.091245346	1735	0.4252568776930726	-0.2945313	1590	0.4733178654292343	True
CD3E	0.0	-2.2502036	0.080715865	1654	0.45210473980775606	-0.29474032	1591	0.47298641034139877	True
NFATC1	-4.33624119328212	-2.0509229	0.07334991	1608	0.4673516738481936	-0.29488546	1592	0.47265495525356316	True
SEPTIN9	-2.20615917009713	-2.3391314	0.08376084	1683	0.4424925422605237	-0.29617208	1594	0.47199204507789194	True
CD226	-2.09532979174173	-1.3205491	0.045899358	1419	0.5299966854491216	-0.29822448	1595	0.47166058999005633	True
VTA1	-3.27943536338837	-2.1582618	0.0766805	1634	0.458733841564468	-0.29874575	1596	0.4713291349022207	True
C1S	-0.427261789978034	-1.259408	0.043174047	1396	0.5376201524693404	-0.30114657	1597	0.4709976798143852	True
AMY2A	-0.048534403266136	-1.1432134	0.038874693	1367	0.5472323500165728	-0.30125892	1598	0.47066622472654956	True
PREB	-0.344014214052462	-1.6300848	0.05680733	1498	0.5038117335101093	-0.3012966	1599	0.47033476963871396	True
OGN	-4.03349550978593	-2.3729959	0.08416009	1692	0.43950944647000334	-0.30141854	1600	0.47000331455087835	True
DNAJA2	-0.606955002693877	-1.5487049	0.053485032	1480	0.5097779250911502	-0.30329913	1601	0.46967185946304274	True
FGA	-1.6844514867281	-2.5106692	0.08870054	1724	0.42890288365926416	-0.30470875	1602	0.46934040437520713	True
GUCA2A	-0.189491601220597	-1.4077455	0.047975194	1446	0.5210473980775605	-0.3052543	1603	0.4690089492873716	True
FUCA1	-0.563898643308581	-1.3411392	0.04533799	1429	0.5266821345707656	-0.30638653	1605	0.46834603911170036	True
CD6	-6.2660509191773	-2.446557	0.086000845	1707	0.43453762015246933	-0.30679557	1607	0.46768312893602915	True
YY1	-4.89784060710266	-0.65055734	0.01926289	1258	0.583360954590653	-0.31028625	1608	0.4673516738481936	True
VIT	-1.97876320749704	-2.8115041	0.0986148	1811	0.40006629101756713	-0.31194308	1610	0.4666887636725224	True
LARP1	-4.69107848217405	-2.5359907	0.08840685	1737	0.4245939675174014	-0.3122936	1611	0.46635730858468677	True
CCN3	-2.74074046058603	-1.5454838	0.051833738	1478	0.5104408352668214	-0.3127758	1612	0.46602585349685116	True
H2AP	-0.704011262722056	-1.0762904	0.034418903	1347	0.5538614517732847	-0.31356385	1613	0.46569439840901555	True
CLTA	-6.22351246922801	-1.0733465	0.03418466	1346	0.5541929068611203	-0.31434155	1614	0.46536294332118	True
TPD52L2	-0.562459380540404	-1.3713769	0.04494692	1437	0.5240304938680809	-0.3156935	1615	0.4650314882333444	True
CACYBP	-3.62279438170779	-1.5466032	0.05116769	1479	0.5101093801789858	-0.3171492	1616	0.4647000331455088	True
VPS37A	-2.2730530439163	-2.2793994	0.07756529	1660	0.45011600928074247	-0.3208728	1618	0.46403712296983757	True
TPSD1	-0.631284571870115	-0.9226354	0.027393507	1317	0.5638051044083526	-0.32199788	1619	0.463705667882002	True
APLP1	-7.20130455224758	-2.7677605	0.095136784	1794	0.4057010275107723	-0.32348293	1620	0.4633742127941664	True
SAT2	2.06065371092211	-0.9467508	0.027976986	1322	0.5621478289691747	-0.32388407	1621	0.4630427577063308	True
PITHD1	-0.217962883075862	-1.8948854	0.062788635	1567	0.4809413324494531	-0.32464015	1622	0.4627113026184952	True
PDE4D	-1.6124596655406	-2.9466734	0.10152808	1850	0.3871395425919788	-0.3247241	1623	0.4623798475306596	True
DNAJB6	-2.48295080768461	-1.7586462	0.057723556	1529	0.4935366257872058	-0.32492062	1624	0.462048392442824	True
LILRA5	-0.769353472676018	-1.728568	0.05661024	1521	0.4961882664898906	-0.32495207	1625	0.4617169373549884	True
SERPINB9	-0.209668208870584	-1.4776422	0.04729349	1465	0.5147497514086842	-0.32539365	1626	0.4613854822671528	True
GPR37	-2.24916065785014	-2.6203377	0.08921159	1762	0.41630759032151143	-0.32653388	1627	0.4610540271793172	True
IL11	-0.231705805277728	-1.4817461	0.047201607	1466	0.5144182963208486	-0.32689676	1628	0.4607225720914816	True
INPPL1	-4.42502321398392	-3.0673637	0.10549904	1887	0.37487570434206163	-0.32766655	1629	0.460391117003646	True
F2R	-5.6012920733314	-2.5371954	0.085848905	1739	0.4239310573417302	-0.32838464	1630	0.4600596619158104	True
XPNPEP2	-0.842091810959318	-1.8625854	0.06093643	1560	0.4832615180643023	-0.32873422	1631	0.45972820682797483	True
BRAP	-2.11738345718208	-1.4914843	0.04713674	1468	0.5137553861451774	-0.32951647	1632	0.4593967517401392	True
IGFBP1	-0.261468869597417	-2.0079489	0.06598899	1595	0.47166058999005633	-0.33060992	1633	0.4590652966523036	True
CFH	-0.818794283294733	-0.9756369	0.02791901	1327	0.5604905535299967	-0.33082354	1634	0.458733841564468	True
AMY2B	-0.0793891614458063	-1.2691022	0.038618144	1398	0.5369572422936693	-0.3315257	1635	0.4584023864766324	True
KIRREL2	-0.0125124737781486	-0.6428381	0.01551247	1256	0.5840238647663242	-0.33171764	1636	0.45807093138879684	True
ISM2	-3.89979241939458	-3.021571	0.103002466	1873	0.37951607557176004	-0.33267096	1637	0.45773947630096123	True
CES1	0.0858784175010397	-1.1276413	0.03290059	1364	0.5482267152800796	-0.33465105	1638	0.4574080212131256	True
SKIV2L	-0.966347554823407	-1.1810547	0.034822896	1377	0.5439177991382168	-0.33493364	1639	0.45707656612529	True
HSPA2	-2.01624903275676	-3.458529	0.11858208	2018	0.3314550878355983	-0.33588672	1640	0.4567451110374544	True
COMMD9	-1.39379099723384	-1.3320435	0.040171564	1425	0.5280079549221081	-0.33626	1641	0.4564136559496188	True
KDR	-3.01832287263596	-3.1289039	0.10617185	1906	0.3685780576731853	-0.33752665	1642	0.45608220086178325	True
CHRM1	-2.37089953383812	-1.0469482	0.028988777	1338	0.5568445475638051	-0.34045517	1646	0.4547563805104408	True
ACOT13	-3.60607367652316	-1.0302509	0.028138895	1336	0.5575074577394763	-0.34190628	1648	0.45409347033476966	True
SCGN	-2.07684627559149	-1.3817291	0.040925726	1441	0.5227046735167384	-0.3429163	1649	0.45376201524693405	True
LONP1	-1.42446141201843	-2.4235601	0.07930202	1702	0.4361948955916473	-0.34297732	1650	0.45343056015909844	True
MAVS	-0.754129803614645	-2.1333914	0.067870915	1628	0.4607225720914816	-0.34755215	1651	0.45309910507126283	True
APOE	-3.54667151063575	-1.623545	0.049049556	1497	0.5041431885979449	-0.3477755	1652	0.4527676499834272	True
IL12RB2	-3.48134889601647	-2.8431368	0.09395484	1822	0.39642028505137555	-0.34796378	1653	0.45243619489559167	True
TFAP2A	-0.861025153599865	-3.0082831	0.099968776	1867	0.38150480609877363	-0.34840196	1654	0.45210473980775606	True
VWC2L	-0.303422651147456	-1.6423728	0.04963889	1500	0.5031488233344382	-0.34842086	1655	0.45177328471992045	True
CDH4	0.0	-2.7656024	0.09061125	1793	0.4060324825986079	-0.35097408	1656	0.45144182963208485	True
LTBR	-1.40821009617274	-2.0357609	0.06367518	1603	0.4690089492873716	-0.35125315	1657	0.45111037454424924	True
GLA	-0.432809444494659	-1.6139232	0.048107065	1496	0.5044746436857805	-0.35141113	1658	0.45077891945641363	True
SAFB2	-2.31210661044243	-2.5221574	0.08053248	1730	0.42691415313225056	-0.35783184	1659	0.4504474643685781	True
PFDN2	-0.902378018639886	-1.912405	0.05802186	1573	0.4789526019224395	-0.35810605	1660	0.45011600928074247	True
EPPK1	-0.591290821421167	-3.0166948	0.09867021	1870	0.3805104408352668	-0.3583478	1661	0.44978455419290686	True
GLRX5	-1.74212350700926	-2.1211665	0.065519735	1626	0.4613854822671528	-0.3593051	1662	0.44945309910507125	True
CHMP1A	-0.352235100960252	-1.5786563	0.045448933	1489	0.5067948293006298	-0.35981256	1663	0.44912164401723564	True
ACVRL1	-1.74093125627531	-1.9535608	0.059227068	1583	0.4756380510440835	-0.36003014	1664	0.4487901889294001	True
MTSS1	-1.74457767683794	-2.854188	0.092305265	1826	0.3950944647000331	-0.36068135	1665	0.4484587338415645	True
TBR1	-3.74769004517475	-3.0135248	0.09799978	1869	0.3808418959231024	-0.36177105	1666	0.4481272787537289	True
SEMA3G	-3.25762206040448	-2.2883482	0.07112144	1667	0.44779582366589327	-0.36275595	1667	0.44779582366589327	True
EDAR	-0.787296791737116	-1.9796923	0.059734073	1589	0.4736493205170699	-0.36284855	1668	0.44746436857805766	True
CTHRC1	-1.22820361849223	-2.1553564	0.06614011	1632	0.4593967517401392	-0.36325842	1669	0.44713291349022205	True
GRIK2	-8.17350875038592	-3.5500133	0.11744424	2046	0.32217434537620154	-0.36376458	1670	0.4468014584023865	True
FDX2	-1.06809472634394	-1.8617593	0.055141095	1559	0.4835929731521379	-0.36438045	1671	0.4464700033145509	True
P4HB	-0.490185755462883	-1.9420137	0.05786303	1578	0.4772953264832615	-0.3658337	1672	0.4461385482267153	True
NOS2	-1.60248857495456	-2.2759538	0.06995521	1659	0.4504474643685781	-0.3671434	1673	0.4458070931388797	True
UBE2Z	-0.381859099765058	-2.3486962	0.07257078	1686	0.4414981769970169	-0.36754295	1674	0.44547563805104406	True
YJU2	-0.757704561745458	-1.2277123	0.031196922	1387	0.5406032482598608	-0.36798394	1675	0.4451441829632085	True
IFNGR2	-4.70028103350784	-2.38281	0.0735803	1694	0.4388465362943321	-0.3690727	1676	0.4448127278753729	True
INHBB	-0.517226903652543	-2.010599	0.059598256	1596	0.4713291349022207	-0.3707296	1677	0.4444812727875373	True
DIPK1C	-1.04230383523605	-1.2729878	0.03230694	1400	0.536294332117998	-0.3714352	1678	0.4441498176997017	True
IL4R	-3.58017420030853	-2.9132776	0.09272081	1840	0.3904540934703348	-0.37157398	1679	0.4438183626118661	True
CD209	0.0	-2.235536	0.06772079	1648	0.45409347033476966	-0.37175137	1680	0.44348690752403047	True
NUCB2	-0.236181002844508	-1.755762	0.04998072	1528	0.4938680808750414	-0.37214	1681	0.4431554524361949	True
FN1	-3.38065422060482	-3.334028	0.10755368	1980	0.344050381173351	-0.3757145	1682	0.4428239973483593	True
ID4	-0.504104644114084	-3.0029678	0.09530405	1865	0.3821677162744448	-0.3760345	1683	0.4424925422605237	True
POLR2A	-2.62765532165384	-3.0029678	0.09530405	1864	0.3824991713622804	-0.3760345	1684	0.4421610871726881	True
CPTP	-0.318048856638908	-1.5684837	0.041803937	1487	0.5074577394763009	-0.3800332	1685	0.4418296320848525	True
AKAP12	-0.495991496832154	-2.0695205	0.05976267	1615	0.4650314882333444	-0.3831367	1687	0.4411667219091813	True
SMAD1	-5.47263909407028	-3.6292524	0.1168684	2069	0.3145508783559828	-0.38537782	1688	0.4408352668213457	True
MTSS2	-1.24861745698744	-1.2799377	0.030082582	1405	0.53463705667882	-0.38677242	1689	0.4405038117335101	True
PLXNB2	-3.1135005692641	-3.144179	0.09868932	1909	0.3675836924096785	-0.3872736	1690	0.4401723566456745	True
CNPY4	-1.66865467767039	-2.057122	0.058556505	1613	0.46569439840901555	-0.38777015	1691	0.4398409015578389	True
GC	0.0968138263299677	-2.232588	0.06499378	1647	0.45442492542260526	-0.38794178	1692	0.43950944647000334	True
PIBF1	-1.74844045497283	-2.3393147	0.06892223	1684	0.4421610871726881	-0.38796577	1693	0.43917799138216773	True
NEXN	-1.79460176498852	-2.302894	0.06728864	1670	0.4468014584023865	-0.38976932	1694	0.4388465362943321	True
MUC16	-1.21409583990026	-1.2692221	0.02920214	1399	0.5366257872058336	-0.38977525	1695	0.4385150812064965	True
NUDT2	-0.29816680336428	-1.5146955	0.03818816	1472	0.5124295657938349	-0.39013648	1696	0.4381836261186609	True
BCAN	0.0	-3.3542066	0.10594495	1987	0.3417301955585018	-0.390259	1697	0.4378521710308253	True
SULT2A1	-1.24819416197039	-1.3085303	0.03049355	1413	0.5319854159761352	-0.39074537	1698	0.43752071594298975	True
RBPMS	-4.53661656581355	-1.1651798	0.024885926	1370	0.546237984753066	-0.39276046	1701	0.4365263506794829	True
ZBP1	-3.68146472416824	-2.8601258	0.08713833	1827	0.39476300961219757	-0.39398292	1702	0.4361948955916473	True
SLC1A4	-5.99848208950182	-0.6348764	0.0049550105	1253	0.585018230029831	-0.39518392	1704	0.43553198541597615	True
COLEC12	-5.03893638147992	-2.2795177	0.0646496	1661	0.44978455419290686	-0.40076163	1706	0.43486907524030494	True
